2	店-お-compound	また行きたい、そんな気持ちにさせてくれるお店です。
8361	クリスチャン-・-compound	数多くの鉄道の歴史の本を書いたクリスチャン・ウォルマーが12月1日のコンテストに登壇します。
8362	たち-自分-compound,サラ-候補-compound,サラ-・-compound	2010年まで豊かな郊外の代表だった自由民主党の議員は、自分たちの候補サラ・オルニーへの票を得たいと望んでいる。
8365	以上-人-compound,上-船-compound	330人以上の乗組員が船上にいる。
8368	南東-デリー-compound,火力発電所-石炭-compound,発電機-ディーゼル-compound,間-日-compound	デリー南東のバダープールの石炭火力発電所は、市内のディーゼル発電機とともに10日間停止する予定である。
8369	ラジオ-サービス-compound	その後、ブッシュハウスで4年をBBCワールドサービスラジオとともに過ごした。
8372	サイド-オーストラリア-compound	誰がこのオーストラリアサイドを止めることができるのか？
8373	たち-聖職者-compound	世界の最良の状態がもはや是認されていない時分に、彼らの聖職者たちは自身のマントに対して正しかったか？
8374	打倒-イングランド-compound	取り戻すには、イングランド打倒という一つのチャンスがある。
8382	ミセス-・-compound	ミセス・クリントンは、強硬な展望で評判を得ているが、これは米国で戦争に疲れた世論により軟化するだろう。
8386	政権-ナチス-compound	もちろん、現代のドイツはナチス政権と分離しなければならないことを私は十分理解している。
8389	市-ニューヨーク-compound,ヘルスホスピタル-・-compound,アンバサダー-グローバル-compound	彼のめったにない賞賛は、ニューヨーク市ヘルスホスピタル・コーポレーションのグローバルアンバサダーと、ハーバード・ビジネス・スクールでの立場を含んでいる。
8392	者-人種差別-compound,者-性差別-compound	我々はドナルド・トランプを大統領にしてはならないのだ、これほど人種差別者で、性差別者で、トップに立つ資格がない人間を。
8393	可能-管理-compound,問題-債務-compound	「より多くの人がクレジットを使うようになってきているが、その借り入れは今のところは管理可能かもしれないとは言え、状況の突然の変化が債務問題を引き起こす可能性がある。」
8394	面-生活水準-compound	彼女の理由は、アメリカの労働者に対する保護が不十分であり、彼らの雇用と生活水準面で害を及ぼす恐れがあるためである。
8396	口座-テスコ-compound,こと-に-fixed	理論的には、夫婦は4つのテスコ口座を開設でき、360ポンドから12,000ポンドの3％を得られることになる。
8397	銀行-スコットランド-compound	一方、スコットランド銀行の顧客は無料のヴァンテージオプションを口座に追加すると、£3,000-£5,000の残高の3％を獲得する。
8398	上-理論-compound	理論上、これで好きなときにいつでもあなたのお金を引き出すことができる。
8399	レート-％-compound,保持者-カード-compound	この3％レートは、2〜3年の期間に15,001ポンドから19,999ポンドを借りたいネクターカード保持者にも適用される。
8400	養分-植物-compound,不可欠-必要-compound	硫黄は、健全な成長に欠かせない主要な植物養分だが、英国の土壌はこの必要不可欠なミネラルが自然の状態では欠けている。
8404	こと-に-fixed	次のノイズに対してより多くの成果を得ようと聞くことに終始してしまい、そうなるとさらにイライラすることになる。
8406	ロッコ-・-compound,氏-カタラーノ-compound	ロッコ・カタラーノ氏はレトロに働き、暮らし、生きていると言ってもよい。
8408	氏-カタラーノ-compound,美術学校-グラスゴー-compound,デザイン-ジュエリー-compound	カタラーノ氏はロンドン、そしてグラスゴー美術学校でジュエリーデザインを学んだグラスゴーに住んだ後、その地域に戻った。
8409	カラー-トロピカル-compound	「私は、トロピカルカラーが大好き」と、彼は言った。
8410	大学-ノーサンプトン-compound	「私はノーサンプトン大学で示される新しい才能を取り上げるために訪問します。」と彼は言う。
8412	ランドスケープ-オフィス-compound	当然ながら、オフィスランドスケープは布を多用し、食物はあまりない。
8413	自身-ウィントー-compound	ウィントー自身もしばし現れ、インタビューの前に彼女はサングラスをかけて撮影された。
8416	団体-狩猟-compound	よくて、それは世間知らずで、最悪の場合、狩猟団体を再び窮地から救ってしまうだろう。
8417	ポリシー-ネイチャー-compound,ジェフ-・-compound	ネイチャーポリシーの代表、ジェフ・ナッツは、「禁止するか、またはライセンスの導入のいずれであっても驚きです。」と述べている。
8418	協会-保護-compound,者-作成-compound,マーク-・-compound,クリス-司会者-compound,クリス-・-compound,論者-自然保護-compound	英国王立鳥類保護協会のスタンスは、請願書の作成者、マーク・アヴェリーから、テレビの司会者クリス・パックハムまで、業界をリードする多くの自然保護論者との対立をも持ち込んだ。
8421	頃-半ば-compound,国-開発-compound,質問-公開-compound	これに関して、モロッコでの一つの日記のポイントは、土曜の半ば頃、開発国が計画や大望に関する相互の公開質問を受けるようになる時だろう。
8422	内-プロジェクト-compound	「我々は、訴訟の範囲を、プロジェクト内の実際目立つもののみに限定する可能な方法を積極的に考えている」と彼は語っていた。
8423	なし-制限-compound,海-ケルト-compound,者-当局-compound	提案された制限なしでは「ケルト海のタラは死滅する可能性がある」、とあるEU当局者は言う。
8424	海-ケルト-compound	しかし、ケルト海とアイルランド海のタラ、ツノガレイ、小さなヒラメとキダラに関しては、大きな削減も計画されている。
8425	論者-自然保護-compound	自然保護論者は、委員会の発表を歓迎した。
8427	制-招待-compound,方法-検索-compound,ドクター-・-compound	「アゴラの招待制だが、これらの多くのマーケットプレイスには、検索方法を知っていれば簡単にアクセスできます」、とドクター・リーは言い足した。
8430	目-日-compound	3日目、私はEMicroに戻っていた。
8432	勢力-外部-compound	企業は機密性の高いシステムと外部勢力との間にファイアウォールを設定しようと試みるかもしれないが、それは常にうまくいかない。
8433	トラップ-ブービー-compound,ディフェンス-アクティブ-compound	しかし、彼らは、混乱させ、躊躇させるためのブービートラップ、すなわち「アクティブディフェンス」として知られるコンセプトを設置することだけはできる。
8434	インターネット-・-compound,すべて-ほとんど-compound	話題に対するインターネット・ディスカッションの豊かな鉱脈を発見した後、私のリストは極端に長くなり、連合のほとんどすべての州をカバーした。
8439	駅-各-compound,点検者-車輪-compound	各駅で、赤いキャップのガードが、プラットフォームに立ち、車輪点検者が、ハンマーを持って列車の横を歩き、優しく車台をノックしていた。
8440	菓子-ポン-compound	その後、6時30分から10時まで朝市で、米のポン菓子、蜂の繭（蛹が珍味とされる）、バッファローの肺、キンマナットの樹皮や葉、生きたヒキガエル、ナマズを見てまわった。
8441	以来-移譲-compound	1997年の英国からの香港移譲以来、北京による干渉は最も広範囲に及びそうだ。
8443	贔屓-北京-compound,ら-立法者-compound,政府-香港-compound	北京贔屓の立法者らにより先導されている香港政府は、そのペアは任務に就くべきではないと主張している。
8444	麻痺-立法-compound	「北京は、市内で継続している立法麻痺を防止するためには、介入が必要であると考えています」、と彼は語った。
8446	アンドリュー-・-compound	彼はBBCのアンドリュー・マーの番組で、「総選挙は、率直に言って、政府が最もやりたくない事です。」と語った。
8450	ブノワ-・-compound	彼が4月にモンテカルロでブノワ・ペイルと試合した時、間違いなくアンディのケースであった。
8452	デイビス-・-compound	デイビス・カップの一部が行われたのかとも思いました。
8453	負担-財政-compound	年間のアンケートでも新たな財政負担について心配されていることが明らかになった。
8454	ミス-・-compound	ミス・ホープリーは、「政治的リスクの上昇は気づかれずに済むべきではありません。」と付け加えた。
8455	報告-虚偽-compound,マーティン-・-compound,こと-と-fixed	何年も続いた企業の虚偽報告のニュースは、フォルクスワーゲンの価値を数百億ユーロ下げ、CEOのマーティン・ウィンターコルンを辞職させることとなった。
8456	請求-賠償-compound,以上-ポンド-compound	フォルクスワーゲンに巨大な賠償請求、法的措置がなされ、16億ポンド以上がかかると見られている。
8457	氏-ウィンターコルン-compound,ハーバート-責任者-compound,ハーバート-・-compound	調査は6月に始まり、自動車メーカーに残ったウィンターコルン氏とブランドの責任者ハーバート・ディエスに注目している。
8458	会長-代表取締役-compound,後-か月-compound	彼は2015年の10月に代表取締役会長に昇格したが、1か月後にスキャンダルが発覚した。
8459	後-投票-compound	企業はブリグジットの投票後すぐ、7月に縮小が始まると予測していたが、むしろ着実に成長を続けることができた。
8460	客-買い物-compound,卸-・-compound,企業-小売-compound,企業-サービス-compound	買い物客が好調に伸びているため卸・小売企業は拡大しており、消費者サービス企業も増加している。
8461	赤字-財政-compound	しかし、政府が相当な財政赤字を出しているため、彼が使うことのできる金額には限度があるだろう。
8463	費用-関税-compound,関税-SimpleandSelect-compound,こと-に-fixed	エーオンの固定レート関税費用は760ポンドで、アブロエナジーの顧客は、SimpleandSelect関税に約760ポンドを支払うことになる。
8464	関税-前払-compound	またはそれは高価な基準または前払関税なのか？
8465	ごと-年-compound	平均的な運勢の投資家は、債券10,000ポンドの場合、1年ごとに125ポンドを受け取れると予想される。
8466	社債-プレミアム-compound	そうした場合、プレミアム社債が普通預金口座と区別できないことがある。
8467	社債-プレミアム-compound,貯蓄-国民-compound,口座-投資-compound	プレミアム社債に投資した資金と、他の国民貯蓄と投資口座は、政府支出の資金を調達するために使用される。
8469	アビバ-・-compound,戦略-マルチ-compound,リターン-ターゲット-compound,リターン-・-compound,ファンド-インカム-compound	アビバ・インベスターズのマルチ戦略ターゲットリターン・ターゲットインカムファンドがそれに関心を持ち、投資家はそれぞれに、20億ポンドと14億ポンドを投資した。
8470	資産-海外-compound	これは、ポンドの下落は海外資産に指定されているアップグレードの恩恵を受けていないことを意味する。
8471	中-世界-compound	アディダスは世界中に浮かぶ廃棄物を使って靴を作ることで、地球の海をきれいにすることに貢献している。
8475	自身-自分-compound	NHSが目下「巨大な圧力」の元にあった、ということを警告することによって、彼は民衆に自分自身の健康にはさらなる責任を負うよう力説した。
8476	不良-天候-compound	天候不良のため、大人10人のうち4人がけがをし、一方10人中9人は、英国の冬がいかに寒くなるかを過小評価している。
8479	半ば-年代-compound,ロイヤル-・-compound,シェークスピアー-・-compound	彼女は、60年代半ばにロイヤル・シェークスピアー・カンパニーで、「マラー/サド」の精神科病院の患者を演じることでキャリアを始めた。
8481	エネルギー-全-compound	彼女の全エネルギーはどこから来ているのだろうか。もしくは、衝撃波を引き起こす力を以って打ちのめすことのできるあの声？
8485	可能-検出-compound	理論的には、適切に実行されれば、それは検出可能だ。
8487	自身-監督-compound	監督自身が数えたところでは、今までに8本の映画を作った。
8489	ドラマ-社会-compound	監督の視点から、その映画は陽気な家族のお祭り騒ぎと硬い社会ドラマの間で不安定なバランスをとっている。
8491	元-発信-compound	もちろん、常に楽しさの発信元であるボブがそこにいる。
8495	チーム-医療-compound	私以外のすべての医療チームが武装していた。
8497	2-シリーズ-compound	シリーズ2は今のところ動いていますか？
8498	たち-スーパーヒーロー-compound,外-認識-compound	「スーパーヒーローたちは、人間の認識外にいて、それだからこそ、ドラマのように取り扱った」とジマーは言った。
8503	アパート-ショー-compound,レイチェル-・-compound	ロンドンのランドマーク、サウスバンクタワーはショーアパートの設計をインテリアデザイナーのレイチェル・ウェンハムに委託した。
8504	作り-もの-compound	もちろん、触覚の傾向は、成長し続けているもの作りへの執念に密接にリンクしている。
8505	後-年-compound,罪-阻害-compound,高等裁判所-香港-compound	2年後、今や31のジャティングは、2件の殺人と1件の法的埋葬阻害罪により、香港高等裁判所で審理中である。
8507	後-年-compound	香港の高等裁判所で、2年後に、ジャティングは上告した。
8509	ファイル-添付-compound	その結果、多くの人が簡単に電子メールを開き、結果がどうなるか全く考えず、不注意にリンクと添付ファイルをクリックする。
8512	ターゲット-ソフト-compound	投票は、テロの観点からすると、新しいソフトターゲットとなった。
8513	的な-実存-compound,問題-安全保障-compound	これは、ほとんど実存的な国土安全保障問題である。
8514	登録-有権者-compound,上-リスト-compound	火曜日はもっぱら投票に出かけることが全てであるが、しかし、有権者登録がリスト上になければ、それは何の意味も為さないことである。
8515	区-激戦地-compound	それだけでも、激戦地区では、混乱をもたらすでしょう。
8516	ゼロ-グランド-compound	ノースカロライナ州は、この選挙ではグランドゼロになる。
8517	自身-自分-compound	ドナルド・トランプは、物々しい、傲慢な、自分自身が好きな人物で、彼の気質は、米国に有害である。
8518	後-投票-compound,以上-万-compound,住民-フロリダ-compound	約2週間の期日前投票後に570万以上のフロリダ住民がすでに投票していることが分かった。
8519	16,500-約-compound	共和党の優勢は不在者投票における大量の数字によってもたらされ、今週頭にはその全体的な優勢は約16,500という数字で止まった。
8520	帝王-ゲーム-compound	これはもちろん選挙で「ゲーム帝王」ではない。
8521	作品-連続-compound	マーティンは評判高い彼の連続作品の2冊の本、現在発表されている「冬の風」と「春の夢」、の残りをまだ書き終えていない。
8523	担当者-広報-compound	ハーレーダビッドソンの広報担当者によると、メディアに出されていた、2017年または2020年の予定表は正確ではない。
8524	先物-式-compound,市場-欧州-compound,以上-％-compound	米国株式先物は欧州市場と並んで、1％以上急増している。
8525	債-米-compound,債-オーストラリア-compound	投資家は、一番の衝撃を受けて、米債やオーストラリア債と共に、国債を売り払っている。
8528	揚げ-唐-compound,ブランド-Yum-compound	中国の、鶏の唐揚げに対する飽くことのない食欲が、かつては、なぜ投資家がKFCが親会社であるYumブランドを好むのかの大きな理由であった。
8529	協会-人権-compound,最高裁判所-米国-compound,こと-と-fixed,こと-と-fixed	アメリカ自由人権協会からの支援で、彼らは後に米国最高裁判所まで進むこととなる事件において、国家に挑むこととなった。
8530	夫妻-ラビング-compound	映画が明らかにしているように、ラビング夫妻、特にリチャードが顕著だが、は歴史にはあまり関わりたくなかったのである。
8534	ジェフリー-・-compound,ディーン-・-compound	ネガン（ジェフリー・ディーン・モーガン）のトップガイの1人として、ある種の自由の余裕がある。
8538	支出-資本-compound	インターネットの尽力は、そのユニットの資本支出の主たる推進力になると言われていた。
8539	たち-アナリスト-compound	今のところ、アナリストたちは、そのサービスを死んだものとして見なすのに躊躇している。
8540	アプローチ-ローテク-compound	オランダでは、当局はドローンを追跡するローテクアプローチを取っている。
8541	最愛-業界-compound,ツール-チャット-compound	マイクロソフトは、水曜日に、業界最愛のSlackと勝負するつもりの新しい職場チャットツールを発表した。
8543	向上-生産性-compound,以上-ツール-compound	その動きは、ユーザーが単なる生産性向上のツール以上にその商品を考え始めてくれたらいい、という会社の願望を浮き彫りにしていた。
8544	ゲーム-チャット-compound,企業-ハイテク-compound	しかし、職場のチャットゲームへの最新の取り組みは、ハイテク企業からのより大きな流れの一部分である。
8545	オール-セット-compound	最高のテニスでワンセットオールで対戦を余儀なくされた、イスナーもまた、賛辞を送っている。
8547	トーナメント-ゴルフ-compound,ブリスベン-・-compound,ナイン-・-compound	ペアは北朝鮮のゴルフトーナメントにふざけて入り込んだ、とブリスベン・ナイン・ニュースは伝えた。
8548	トーナメント-ゴルフ-compound	自分が認めた通り酷いゴルファーであった2人のオーストラリア人は、北朝鮮のプレミアゴルフトーナメントをはったりをかまして切り抜けた。
8549	マン-スノー-compound	スノーマンは、2つの敷地を隔てる高いフェンスを飛び越え、自分の家だと思うところにいつも戻ったものだった。
8551	マン-スノー-compound,ジョニー-・-compound	スノーマンは、ジョニー・カーソンが踏み台を持ってきて彼の前に背中を向けて座るとは思わなかった、と付け加えた。
8552	だらけ-泥-compound	私は泥だらけの靴を履いた男の子に過ぎなかった。
8555	アレハンドラ-・-compound,ゴンザレス-・-compound	パレードの創造的なディレクターの1人、アレハンドラ・ゴンザレス・アナヤは、メキシコがこのようなショーを今開催すると決定した理由をCNNに説明した。
8556	ゴンザレス-・-compound	パレードのためだけに働くボランティアが1200人いるのだ、とゴンザレス・アナヤは言った。
8559	チケット-F1-compound	F1チケットを持っていれば、同じ日のコンサートへ入れる。
8560	ヤス-・-compound,マリーナ-・-compound,サイト-Web-compound	ヤス・マリーナ・サーキットのWebサイトは絶妙なタイミングで更新される。
8561	誰-人-compound	首都がすべての栄光に照らされる様子を見たい人誰もにとって、11月は訪れるのに最高の時期だ。
8562	高層ビル-現代-compound	それは、また、バンコクで最も高い建造物、幻想的マハナコーンのような現代高層ビルの出現を煽ってきた。
8564	100-地下-compound,システム-通勤-compound	地下100メートル（328フィート）の地下に埋められた平壌の地下鉄は、世界で最も地下深くの通勤システムの1つである。
8565	スタイル-CNN-compound	彼女の経験についてCNNスタイルに話をした。
8567	間-境界線-compound	しかし、建築家は、生きている者と死んだ者との間の、いくばくかの、ぼんやりとした境界線間の橋を構築することができる。
8568	祝いする-お-compound,こと-に-fixed	インドでは老齢の人が亡くなると、お祝いすることになっている。
8569	ホアン-・-compound,カルロス-・-compound,設計-サルサ-compound,建築物-受賞-compound	ホアン・カルロス・サルサ設計の受賞建築物は、彫刻のような外観で、すべてのディテールに意味がある。
8570	たち-者-compound	建築家は故人を助けることはないが、生きている者たちの中での思い出を生き生きと保つのを助ける、と彼は言う。
8571	代議士-選出-compound,向け-商人-compound	この憲章は、都市の選出代議士が商人向けの組合を設立することを認めました。
8573	北-最-compound,気候-タイガ-compound	最北の地ではタイガ気候が支配的であり、シベリアの大部分のエリアを占めていた。
8574	ユニバーシアード-冬季-compound	2019年冬季ユニバーシアードは、クラスノヤルスクで開催される。
8575	諸島-ライン-compound,諸島-モルディブ-compound	一例として、太平洋のライン諸島と、インド洋のモルディブ諸島を挙げている。
8576	島-グラニット-compound,島-ティオマン-compound,島-火山-compound	グラニット島にはセーシェル諸島やティオマン島、さらにはセントヘレナのような火山島が含まれます。
8578	ギリシャ-・-compound,市-アテネ-compound,領-植民地-compound	スキタイから輸入される穀物に頼っていた紀元前5世紀のギリシャ・アテネ市は、メガラの植民地領であったビザンチウムなどの海峡を支配した都市と、重要な提携を維持していました。
8579	諸国-バルカン半島-compound	ダリウスに高い評価を受けていた司令官であるメガバズス（Megabazus）は、バルカン半島諸国の征服に関わる責務を負っていた。
8580	朝-アケメネス-compound,都市-沿岸-compound	アケメネス朝の部隊は、ギリシャの沿岸都市であるトラキアや、パオニア人達を征服しました。
8581	王-アミュンタス-compound,朝-アケメネス-compound	結局、紀元前511年から512年にマケドニアのアミュンタス王は、アケメネスの支配を受け入れ、アケメネス朝の従属国として自国を降伏させました。
8582	朝-アケメネス-compound,軍-アケメネイド-compound,出身-バルカン-compound	多民族であるアケメネス朝のアケメネイド軍は、バルカン出身の兵士を多数有していた。
8583	人-ペルシャ-compound,階層-上級-compound,関係-姻戚-compound	さらに、マケドニア人とペルシャ人の上級階層の大半は、姻戚関係にありました。
8584	フィルム-アスティ-compound	1912年に初の映画会社（AthinaFilm）が、さらには1916年にはアスティフィルムが設立された。
8585	ヤニス-・-compound,監督-スマラグディス-compound,エル・グレコ-』-compound	2007年に最も大きな成功をおさめた映画は、ヤニス・スマラグディス監督の『エル・グレコ』であった。
8586	支配-モナコ-compound,付き-制限-compound,フランス-・-compound,条約-モナコ-compound	1918年7月には、モナコ支配に関してフランスの制限付きの保護を認める形で、フランス・モナコ条約が調印された。
8587	メンバー-協議会-compound	同行政機関では国務大臣が政府代表となり、5名の協議会メンバーを統括する。
8588	部隊-特別-compound	警察には、パトロールや巡視船での業務を担当する特別部隊がいる。
8589	プロジェクト-埋め立て-compound,地区-フォンヴィエイユ-compound,プラン-拡張-compound	現在の埋め立てプロジェクトには、フォンヴィエイユ地区の拡張プランも含まれている。
8591	分類-気団-compound	ベルシェロンによる分類法は、最も広く受け入れられている気団分類です。
8592	分類-気団-compound,当初-年代-compound,達-学者-compound,気候学-観-compound	気団分類は1950年代当初、天気を予報する目的で使われ、1973年に気候学者達は、この発想に基づいて総観気候学を確証し始めました。
8593	風-卓越-compound	モンスーンとは、数ヶ月続く季節の卓越風であり、雨季の先駆けとなります。
8594	人-スラヴ-compound,族-ゲルマン-compound,族-スラブ-compound	スラヴ人が6世紀に設立する前に、様々なゲルマン族や主要なスラブ族の集団がモラビアを横断しました。
8595	公国-モラビア-compound,末-世紀-compound,モラビア-南東-compound,南西部-スロバキア-compound,オーストリア-低地-compound	モラビア公国は8世紀末に、現在の南東モラビア、スロバキア南西部のザーホリエ、低地オーストリアの一部になっています。
8596	公国-ニトラ-compound,スロバキア共和国-現-compound,王国-モラビア-compound	西暦833年には、ニトラ公国（現スロバキア共和国）の征服を受け、大モラビア王国の州となりました。
8597	国王-初代-compound,年-–-compound,統治-年-compound	彼らの初代国王はモイミール1世（830年–846年統治）でした。
8598	2世-ルートヴィヒ-compound,ラスチスラフ-聖-compound	ルートヴィヒ2世はモラビアを制圧し、モイミール1世の国王の座を、後に聖ラスチスラフとなる甥のラスティスに替えました。
8599	地域-大都市-compound,選挙-議会-compound	さらに法律は、地域や大都市地域の議会選挙に関する判断を行います。
8600	下-支配-compound	アイスランドはずっと後年（1918年）に至るまでデンマークの政治支配下に置かれていたにもかかわらず、アイスランド語にはデンマーク語からの影響や借用はほとんど生じませんでした。
8601	語-メアンキエリ-compound,語-クヴェン-compound	またスウェーデンのメアンキエリ語（Meänkieli）、ノルウェーのクヴェン語（Kven）として知られている、フィンランド語から別々に派生した言語もあります。
8602	音階-子-compound,方言-諸-compound,語-サーミ-compound,背景-歴史-compound	子音階程交替は、フィンランド語と北部サーミ諸方言の両方に観られる特徴ですが、この特徴は南サーミ語には見られないことから、異なる言語的な歴史背景があると考えられます。
8603	山脈-コーサカス-compound	コーサカス山脈の北部はシスコーカサス（Ciscaucasus）、南部はトランスコーカシア（Transcaucasus）として知られています。
8604	系-カオス-compound,全体-システム-compound	大気はカオス系なので、システムの一部に小さな変化が起きると、システム全体に大きな影響を及ぼす可能性がある。
8606	オリンピック-北京-compound	気象制御に関する最近の例としては、2008年の北京オリンピックで中国が実施したケースがあります。
8607	リフト-アフリカ-compound,山-ケニア-compound,最高峰-アフリカ-compound	東アフリカリフトを形成したグローバルなプレートテクトニクスにより、東アフリカはキリマンジャロ山とケニア山というアフリカ最高峰の山々に囲まれています。
8608	地帯-沿岸-compound,族-バンツー-compound	また後者はイスラム教を沿岸地帯まで広めましたが、大部分のバンツー族はイスラム教徒に改宗することはなく、アフリカの伝統的宗教の信奉者であり続けました。
8609	経済-カメルーン-compound,経済-フランス-compound,投資-資本-compound	フランスはカメルーン経済に、フランス経済のシステムを取り入れることで、資本投資や有能な労働者を通じたインフラの改善を実現し、強制労働のシステムの対策を行いました。
8610	カメルーン-南-compound,カメルーン-領-compound,共和国-カメルーン-compound	1961年10月1日、旧イギリス領南カメルーンは、フランス領カメルーンと統一し、カメルーン共和国が誕生した。
8611	形態-労働-compound,省-調査-compound	最悪の児童労働形態に関して労働調査省は、5歳から14歳の子供の56％が就労しており、また7歳から14歳の子供の約53％が就労しながら学校に通っている、と報告した。
8614	沿岸-地中海-compound	複数の古代文明は地中海沿岸にあり、付近の海から大きな影響を受けました。
8615	化-植民地-compound	付近の海は、（釣りや、その他の海産物の収集などによる）食糧をはじめ、貿易や植民地化、戦争など、様々な分野で長年重要なルートを与えました。
8617	古代-古典-compound,文明-地中海-compound	古典古代において最も知られている地中海文明は、ギリシャの都市国家とフェニキア人の2つで、いずれの文明も地中海の海岸線を広範囲に植民地化した。
8618	たち-ローマ人-compound,マレ-・-compound	後年、アウグストゥスがローマ帝国を創設した際に、ローマ人たちは地中海をマレ・ノストラム（「私たちの海」）と呼びました。
8619	付近-クリスチャンサン-compound	ブリリアニアは、ノルウェー南部のクリスチャンサン付近からリレサンを越えたエリアまで続く、岩礁で保護された水路です。
8621	湖-淡水-compound	たとえばフィヨルドでは、淡水湖でも深い場合がある。
8622	酒-蜂蜜-compound,ワイン-フルーツ-compound,ワイン-輸入-compound,製品-アルコール-compound	ビールや蜂蜜酒、ビョール（アルコール度数の高いフルーツワイン）、さらに裕福な人々には輸入ワインといったアルコール製品が提供されました。
8624	湾-シュライ-compound	シュライ湾と、ダネヴェルクおよびフーズムの間にある湿地は、厳しい冬になると土地が凍ってしまい、ダネヴェルクの直南にある領土はドイツ軍の進軍により征服されました。
8625	帝国-オーストリア-compound,王国-プロイセン-compound,軍-デンマーク-compound	この撤退はオーストリア帝国とプロイセン王国の軍には驚きであり、ほぼ全てのデンマーク軍が避難しました。
8626	時-撤退-compound,鉄道-行き-compound	しかし、それは重火器の重要な砲の廃棄という結果になったのだが、なぜ撤退時にフレンスブルク行き鉄道が一度も適切に使用されなかったのかについては、現在も歴史的論争となっている。
8627	デ-・-compound,将軍-メーザ-compound	撤退の一報は、ダネヴェルクの攻略は困難であると考えていたデンマークの世論に大きな驚きを与え、デ・メーザ将軍は役職を速やかに解任された。
8628	領-ドイツ-compound	それ以来、ダネヴェルクはドイツ領となっている。
8629	1-約-compound	ドナウ川を介して輸送された物品の量は、1987年には約1億トンまで増加した。
8630	デルタ-ドナウ川-compound,県-トゥルチャ-compound,州-オデッサ-compound	ドナウ川デルタの大半の地域はルーマニア（トゥルチャ県）内にあるが、Chilia港の左岸にある北部はウクライナ（オデッサ州）に属している。
8633	アルジェリア-北-compound,気候-性-compound	北アルジェリアは温帯にあり、穏やかな地中海性気候が広がっています。
8635	国-奴隷-compound	紛争の中心には、カンザスが自由国家あるいは奴隷国として、連合に加盟するかどうかという問題が存在していた。
8637	がかっ-み-compound	葉の色は、黄緑色から青みがかった色まで様々な種類の緑を示します。
8638	先住民-アメリカ-compound,処置-医療-compound	アメリカ大陸のアメリカ先住民は、代表的な医療処置として、それを頻繁に利用していました。
8639	北西部-ヨーロッパ-compound,教会-キリスト教-compound	ヨーロッパ北西部とウクライナのキリスト教教会では、枝の主日の儀式を行う際、ヤシの代わりに柳の枝を使用することがありました。
8641	地-乾燥-compound,分-％-compound	アルプス山脈の面積は、ヨーロッパの表面積の約11％ほどしかありませんが、しかし低地のヨーロッパ（特に乾燥地や夏季）には最大90％分の水を提供しています。
8642	分-%-compound,水-流出-compound	ミラノなどの都市は、80%分の水を、アルプス山脈の流出水に頼っています。
8643	分-キロワット-compound	河川からの水は500を超える水力発電所で使用され、また2900キロワット分の電力を発電します。
8644	河川-主要-compound,諸国-近隣-compound	スイスから流れているヨーロッパの主要河川、ライン川、ローヌ川、イン川、ティチーノ川、ポー川など、これらのすべての川は、アルプス山脈に上流があり、近隣諸国に流入し、最終的には北海や地中海、アドリア海と黒海にまで達します。
8646	含量-ケイ酸-compound	このマグマは、高いケイ酸含量による非常に粘性な傾向があるため、山の表面まで到達せずに、深い場所で冷える。
8650	保護区-野生動物-compound	1975年に、野生動物保護区であると宣言されました。
8652	メラネシア人-東部-compound,頃-年-compound	このような開拓地は、東部メラネシア人が北部へ移動した紀元前1000年頃に始まった可能性があります。
8653	年-家族-compound,トーマス-・-compound,職人-家具-compound	ケンタッキー州とインディアナ州の家族年の期間、トーマス・リンカーンは農家や木製家具職人、大工として働いていました。
8655	慣行-管理-compound,機会-発生-compound	一方、最良の管理慣行が機能している良好な生態系は、こうした事態の発生機会を減少させるか、それができない場合でも悪影響の度合いを軽減します。
8657	化-塩類-compound,中-世界-compound	過去50年間で、農地に関連する生息地の破壊は、侵食や塩類化、圧縮化、栄養素の枯渇、汚染、都市化などを通じて、世界中の農地の約40％を劣化させました。
8659	エリア-危険-compound	パプアニューギニアは、性的暴力が最も頻繁に発生する危険エリアという烙印を押される場合があります。
8660	群-植物-compound	これらの植物群は、現在もパプアニューギニアに存在しています。
8661	モデル-大陸-compound	北米および南米は、7大陸モデルでは別々の大陸として扱われます。
8662	クリストファー-・-compound,大西洋-渡り-compound,時代-探検-compound	クリストファー・コロンブスは、1492年に西インド諸島に渡り大西洋を横断し、アメリカ人のヨーロッパ探検時代の火付け役となった。
8664	分-%-compound	残りの土地は様々な個人が私的に所有しており、その免責は州の約11%分を占めています。
8665	気温-高温-compound	これは、冬の平均的な昼間の高温気温が、氷点を超えているアラスカ州の唯一の地域です。
8666	以上-年-compound	多数の先住民が、ヨーロッパ人が到着する数千年以上前から、アラスカ州を占領していました。
8667	先住民族-オーストラリア-compound	ここは、同地域のオーストラリア先住民族が残した小さなカヌーを彼らが盗んだ場所です。
8668	並-捨て場-compound	ブリスベンが繁栄するに連れて、河川の状態は下水道やゴミ捨て場並に悪化した。
8669	市長-ブリスベン-compound,サリアンヌ-・-compound,イヤー-・-compound,オブ-・-compound,ザ-・-compound	当時のブリスベン市長のサリアンヌ・アトキンソンによって、1987年は「イヤー・オブ・ザ・リバー」と宣言されました。
8670	嵐-砂塵-compound,地帯-乾燥-compound	砂と砂塵嵐は、草木により保護されていない乾燥地帯で発生する自然現象です。
